Longitude,Latitude,Field,Dataset,Product,Obj. Id,Swth Wdth(ft),Distance(ft),Duration(s),Track(deg),Elevation(ft),Area Count,Time,Y Offset(ft),Pass Num,Moisture(%),Crop Flw(M)(lb/s),Speed(mph),Crop Flw(V)(bu/h),Yld Mass(Wet)(lb/ac),Yld Mass(Dry)(lb/ac),Yld Vol(Wet)(bu/ac),Yld Vol(Dry)(bu/ac),Prod(ac/h),Date
-93.53190730,44.07814360,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1255,14.99,5.512,1.000,90.00,1162.1,On,10/16/2022,0.00,8,18.53,30.17,3.788,1939.3,15901,15331,283.95,273.77,6.830,10/16/2022
-93.53188620,44.07814350,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1256,14.99,5.545,1.000,91.00,1161.8,On,10/16/2022,0.00,8,18.57,30.62,3.774,1968.2,16043,15459,286.47,276.06,6.870,10/16/2022
-93.53186510,44.07814360,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1257,14.99,5.545,1.000,90.00,1161.7,On,10/16/2022,0.00,8,18.50,30.38,3.794,1952.8,15917,15352,284.22,274.15,6.870,10/16/2022
-93.53184400,44.07814370,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1258,14.99,5.512,1.000,90.00,1161.7,On,10/16/2022,0.00,8,18.38,29.91,3.798,1922.5,15763,15226,281.49,271.90,6.830,10/16/2022
-93.53182290,44.07814370,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1259,14.99,5.545,1.000,90.00,1161.5,On,10/16/2022,0.00,8,18.30,29.63,3.798,1905.1,15528,15013,277.28,268.08,6.870,10/16/2022
-93.53180170,44.07814390,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1260,14.99,5.545,1.000,90.00,1161.4,On,10/16/2022,0.00,8,18.24,29.62,3.802,1904.4,15522,15019,277.19,268.20,6.870,10/16/2022
-93.53178060,44.07814390,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1261,14.99,5.545,1.000,90.00,1161.4,On,10/16/2022,0.00,8,18.19,29.55,3.800,1899.7,15484,14991,276.50,267.69,6.870,10/16/2022
-93.53175950,44.07814380,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1262,14.99,5.545,1.000,91.00,1161.1,On,10/16/2022,0.00,8,18.17,29.36,3.790,1887.6,15386,14899,274.74,266.06,6.870,10/16/2022
-93.53173830,44.07814370,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1263,14.99,5.577,1.000,91.00,1161.1,On,10/16/2022,0.00,8,18.17,29.05,3.790,1867.4,15132,14654,270.21,261.68,6.911,10/16/2022
-93.53171720,44.07814360,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1264,14.99,5.545,1.000,91.00,1160.9,On,10/16/2022,0.00,8,18.16,28.82,3.796,1852.7,15101,14625,269.66,261.16,6.870,10/16/2022
-93.53169600,44.07814350,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1265,14.99,5.577,1.000,91.00,1160.8,On,10/16/2022,0.00,8,18.20,28.84,3.822,1854.0,15023,14543,268.26,259.69,6.911,10/16/2022
-93.53167480,44.07814330,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1266,14.99,5.545,1.000,91.00,1160.6,On,10/16/2022,0.00,8,18.25,29.11,3.812,1871.5,15254,14758,272.39,263.53,6.870,10/16/2022
-93.53165360,44.07814330,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1267,14.99,5.545,1.000,90.00,1160.4,On,10/16/2022,0.00,8,18.29,29.35,3.842,1886.9,15380,14873,274.64,265.58,6.870,10/16/2022
-93.53163240,44.07814330,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1268,14.99,5.577,1.000,90.00,1160.3,On,10/16/2022,0.00,8,18.29,29.25,3.834,1880.2,15235,14732,272.06,263.07,6.911,10/16/2022
-93.53161120,44.07814340,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1269,14.99,5.577,1.000,90.00,1160.1,On,10/16/2022,0.00,8,18.28,28.91,3.854,1858.7,15061,14565,268.95,260.10,6.911,10/16/2022
-93.53159010,44.07814350,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1270,14.99,5.545,1.000,90.00,1160.0,On,10/16/2022,0.00,8,18.29,28.63,3.810,1840.6,15002,14507,267.90,259.05,6.870,10/16/2022
-93.53156880,44.07814360,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1271,14.99,5.577,1.000,90.00,1159.8,On,10/16/2022,0.00,8,18.32,28.34,3.834,1821.8,14762,14269,263.60,254.80,6.911,10/16/2022
-93.53154740,44.07814380,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1272,14.99,5.610,1.000,90.00,1159.6,On,10/16/2022,0.00,8,18.33,27.85,3.830,1790.2,14421,13938,257.52,248.89,6.952,10/16/2022
-93.53152630,44.07814380,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1273,14.99,5.545,1.000,90.00,1159.4,On,10/16/2022,0.00,8,18.26,27.43,3.814,1763.3,14373,13903,256.65,248.26,6.870,10/16/2022
-93.53150490,44.07814370,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1274,14.99,5.610,1.000,91.00,1159.3,On,10/16/2022,0.00,8,18.20,27.36,3.836,1758.6,14167,13714,252.97,244.89,6.952,10/16/2022
-93.53148350,44.07814360,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1275,14.99,5.643,1.000,91.00,1159.1,On,10/16/2022,0.00,8,18.15,27.55,3.862,1771.4,14186,13741,253.33,245.38,6.992,10/16/2022
-93.53146220,44.07814330,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1276,14.99,5.577,1.000,92.00,1158.9,On,10/16/2022,0.00,8,18.13,27.83,3.838,1788.8,14495,14043,258.84,250.77,6.911,10/16/2022
-93.53144110,44.07814340,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1277,14.99,5.545,1.000,90.00,1158.8,On,10/16/2022,0.00,8,18.13,28.15,3.852,1809.7,14750,14291,263.40,255.20,6.870,10/16/2022
-93.53141990,44.07814350,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1278,14.99,5.545,1.000,90.00,1158.6,On,10/16/2022,0.00,8,18.13,28.44,3.848,1828.5,14904,14440,266.14,257.85,6.870,10/16/2022
-93.53139860,44.07814370,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1279,14.99,5.577,1.000,89.00,1158.5,On,10/16/2022,0.00,8,18.13,28.36,3.864,1823.1,14772,14313,263.79,255.59,6.911,10/16/2022
-93.53137720,44.07814390,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1280,14.99,5.610,1.000,89.00,1158.1,On,10/16/2022,0.00,8,18.11,28.06,3.832,1803.6,14529,14080,259.45,251.42,6.952,10/16/2022
-93.53135560,44.07814400,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1281,14.99,5.676,1.000,90.00,1157.7,On,10/16/2022,0.00,8,18.09,28.03,3.844,1801.6,14345,13906,256.16,248.32,7.033,10/16/2022
-93.53133410,44.07814420,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1282,14.99,5.643,1.000,90.00,1157.5,On,10/16/2022,0.00,8,18.07,28.35,3.852,1822.4,14595,14151,260.63,252.70,6.992,10/16/2022
-93.53131260,44.07814430,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1283,14.99,5.643,1.000,89.00,1157.2,On,10/16/2022,0.00,8,18.08,28.60,3.848,1838.6,14724,14276,262.94,254.92,6.992,10/16/2022
-93.53129120,44.07814430,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1284,14.99,5.610,1.000,90.00,1156.8,On,10/16/2022,0.00,8,18.12,28.35,3.850,1822.4,14681,14226,262.15,254.03,6.952,10/16/2022
-93.53126960,44.07814450,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1285,14.99,5.676,1.000,90.00,1156.5,On,10/16/2022,0.00,8,18.14,27.93,3.840,1795.6,14297,13851,255.30,247.33,7.033,10/16/2022
-93.53124820,44.07814470,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1286,14.99,5.610,1.000,90.00,1156.2,On,10/16/2022,0.00,8,18.12,27.75,3.848,1784.1,14372,13927,256.65,248.69,6.952,10/16/2022
-93.53122650,44.07814470,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1287,14.99,5.676,1.000,90.00,1155.8,On,10/16/2022,0.00,8,18.07,27.93,3.842,1795.6,14297,13861,255.30,247.53,7.033,10/16/2022
-93.53120510,44.07814490,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1288,14.99,5.643,1.000,90.00,1155.4,On,10/16/2022,0.00,8,18.06,28.35,3.838,1822.4,14595,14153,260.63,252.73,6.992,10/16/2022
-93.53118350,44.07814510,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1289,14.99,5.643,1.000,90.00,1155.1,On,10/16/2022,0.00,8,18.08,28.68,3.820,1843.9,14767,14317,263.70,255.65,6.992,10/16/2022
-93.53116180,44.07814480,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1290,14.99,5.709,1.000,91.00,1154.7,On,10/16/2022,0.00,8,18.10,28.87,3.814,1856.0,14693,14242,262.38,254.32,7.074,10/16/2022
-93.53113990,44.07814490,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1291,14.99,5.741,1.000,90.00,1154.3,On,10/16/2022,0.00,8,18.10,28.91,3.812,1858.7,14631,14180,261.26,253.22,7.114,10/16/2022
-93.53111840,44.07814480,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1292,14.99,5.676,1.000,90.00,1153.9,On,10/16/2022,0.00,8,18.10,28.89,3.814,1857.4,14789,14334,264.09,255.96,7.033,10/16/2022
-93.53109640,44.07814480,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1293,14.99,5.741,1.000,90.00,1153.4,On,10/16/2022,0.00,8,18.10,28.74,3.818,1847.3,14541,14093,259.66,251.67,7.114,10/16/2022
-93.53107480,44.07814510,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1294,14.99,5.676,1.000,89.00,1153.1,On,10/16/2022,0.00,8,18.10,28.47,3.800,1830.5,14575,14127,260.27,252.26,7.033,10/16/2022
-93.53105310,44.07814550,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1295,14.99,5.676,1.000,89.00,1152.7,On,10/16/2022,0.00,8,18.10,28.32,3.822,1820.4,14495,14049,258.84,250.87,7.033,10/16/2022
-93.53103140,44.07814570,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1296,14.99,5.676,1.000,89.00,1152.2,On,10/16/2022,0.00,8,18.11,28.33,3.818,1821.1,14500,14053,258.93,250.95,7.033,10/16/2022
-93.53100990,44.07814590,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1297,14.99,5.643,1.000,90.00,1151.8,On,10/16/2022,0.00,8,18.14,28.40,3.784,1825.8,14622,14165,261.11,252.95,6.992,10/16/2022
-93.53098830,44.07814630,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1298,14.99,5.676,1.000,89.00,1151.4,On,10/16/2022,0.00,8,18.16,28.50,3.782,1831.8,14586,14127,260.46,252.26,7.033,10/16/2022
-93.53096670,44.07814650,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1299,14.99,5.676,1.000,89.00,1151.1,On,10/16/2022,0.00,8,18.21,28.81,3.802,1852.0,14746,14273,263.33,254.87,7.033,10/16/2022
-93.53094520,44.07814680,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1300,14.99,5.643,1.000,89.00,1150.7,On,10/16/2022,0.00,8,18.28,29.29,3.788,1882.9,15079,14583,269.28,260.42,6.992,10/16/2022
-93.53092380,44.07814680,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1301,14.99,5.610,1.000,91.00,1150.4,On,10/16/2022,0.00,8,18.33,29.67,3.760,1907.1,15362,14848,274.33,265.14,6.952,10/16/2022
-93.53090250,44.07814680,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1302,14.99,5.610,1.000,90.00,1150.1,On,10/16/2022,0.00,8,18.35,29.66,3.784,1906.4,15357,14839,274.23,264.98,6.952,10/16/2022
-93.53088100,44.07814690,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1303,14.99,5.643,1.000,91.00,1149.8,On,10/16/2022,0.00,8,18.36,29.14,3.816,1873.5,15004,14497,267.93,258.88,6.992,10/16/2022
-93.53085960,44.07814700,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1304,14.99,5.610,1.000,90.00,1149.5,On,10/16/2022,0.00,8,18.36,28.22,3.780,1814.4,14616,14121,260.99,252.16,6.952,10/16/2022
-93.53083840,44.07814700,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1305,14.99,5.545,1.000,90.00,1149.1,On,10/16/2022,0.00,8,18.36,27.39,3.784,1760.6,14351,13865,256.26,247.59,6.870,10/16/2022
-93.53081720,44.07814700,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1306,14.99,5.545,1.000,91.00,1148.9,On,10/16/2022,0.00,8,18.36,26.94,3.786,1731.8,14115,13637,252.06,243.53,6.870,10/16/2022
-93.53079600,44.07814710,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1307,14.99,5.577,1.000,89.00,1148.6,On,10/16/2022,0.00,8,18.45,26.97,3.774,1733.8,14049,13559,250.87,242.12,6.911,10/16/2022
-93.53077490,44.07814750,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1308,14.99,5.545,1.000,89.00,1148.3,On,10/16/2022,0.00,8,18.61,27.28,3.776,1753.9,14296,13770,255.28,245.89,6.870,10/16/2022
-93.53075360,44.07814800,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1309,14.99,5.577,1.000,89.00,1148.1,On,10/16/2022,0.00,8,18.73,27.57,3.784,1772.1,14359,13810,256.41,246.61,6.911,10/16/2022
-93.53073250,44.07814860,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1310,14.99,5.545,1.000,88.00,1148.0,On,10/16/2022,0.00,8,18.80,27.66,3.780,1778.1,14493,13927,258.80,248.70,6.870,10/16/2022
-93.53071130,44.07814910,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1311,14.99,5.577,1.000,88.00,1147.6,On,10/16/2022,0.00,8,18.85,27.73,3.764,1782.8,14446,13874,257.96,247.75,6.911,10/16/2022
-93.53069010,44.07814950,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1312,14.99,5.545,1.000,89.00,1147.5,On,10/16/2022,0.00,8,18.89,27.72,3.764,1782.1,14526,13944,259.39,249.00,6.870,10/16/2022
-93.53066900,44.07814990,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1313,14.99,5.545,1.000,89.00,1147.3,On,10/16/2022,0.00,8,18.96,27.41,3.768,1762.0,14362,13774,256.46,245.96,6.870,10/16/2022
-93.53064800,44.07815030,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1314,14.99,5.512,1.000,90.00,1147.2,On,10/16/2022,0.00,8,19.01,26.77,3.736,1721.0,14111,13525,251.98,241.52,6.830,10/16/2022
-93.53062700,44.07815060,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1315,14.99,5.512,1.000,89.00,1147.0,On,10/16/2022,0.00,8,19.00,26.42,3.762,1698.2,13924,13347,248.64,238.34,6.830,10/16/2022
-93.53060590,44.07815090,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1316,14.99,5.545,1.000,89.00,1147.0,On,10/16/2022,0.00,8,18.96,26.66,3.740,1713.6,13967,13395,249.42,239.20,6.870,10/16/2022
-93.53058500,44.07815110,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1317,14.99,5.479,1.000,89.00,1146.7,On,10/16/2022,0.00,8,18.94,27.42,3.746,1762.7,14539,13948,259.63,249.07,6.789,10/16/2022
-93.53056390,44.07815120,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1318,14.99,5.512,1.000,90.00,1146.7,On,10/16/2022,0.00,8,18.91,28.29,3.800,1818.4,14910,14308,266.25,255.51,6.830,10/16/2022
-93.53054280,44.07815130,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1319,14.99,5.545,1.000,89.00,1146.5,On,10/16/2022,0.00,8,18.89,28.77,3.778,1849.3,15073,14468,269.17,258.36,6.870,10/16/2022
-93.53052180,44.07815150,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1320,14.99,5.512,1.000,90.00,1146.3,On,10/16/2022,0.00,8,18.85,28.69,3.812,1844.6,15125,14525,270.08,259.37,6.830,10/16/2022
-93.53050080,44.07815130,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1321,14.99,5.512,1.000,91.00,1146.3,On,10/16/2022,0.00,8,18.78,28.44,3.840,1828.5,14992,14410,267.72,257.33,6.830,10/16/2022
-93.53047980,44.07815150,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1322,14.99,5.512,1.000,90.00,1146.3,On,10/16/2022,0.00,8,18.73,28.14,3.892,1809.0,14833,14266,264.87,254.75,6.830,10/16/2022
-93.53045890,44.07815150,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1323,14.99,5.479,1.000,90.00,1146.3,On,10/16/2022,0.00,8,18.64,27.74,3.884,1783.5,14711,14164,262.69,252.93,6.789,10/16/2022
-93.53043790,44.07815170,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1324,14.99,5.512,1.000,90.00,1146.1,On,10/16/2022,0.00,8,18.57,27.40,3.856,1761.3,14442,13917,257.89,248.52,6.830,10/16/2022
-93.53041690,44.07815220,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1325,14.99,5.512,1.000,89.00,1146.0,On,10/16/2022,0.00,8,18.51,27.26,3.876,1752.6,14370,13858,256.61,247.47,6.830,10/16/2022
-93.53039590,44.07815260,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1326,14.99,5.512,1.000,89.00,1146.0,On,10/16/2022,0.00,8,18.42,27.13,3.888,1743.8,14298,13804,255.33,246.50,6.830,10/16/2022
-93.53037500,44.07815300,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1327,14.99,5.512,1.000,89.00,1146.0,On,10/16/2022,0.00,8,18.37,26.36,3.866,1694.8,13896,13424,248.15,239.72,6.830,10/16/2022
-93.53035420,44.07815340,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1328,14.99,5.479,1.000,88.00,1146.0,On,10/16/2022,0.00,8,18.30,24.75,3.832,1591.4,13126,12691,234.40,226.63,6.789,10/16/2022
-93.53033330,44.07815400,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1329,14.99,5.479,1.000,89.00,1146.0,On,10/16/2022,0.00,8,18.21,21.77,3.858,1399.2,11542,11172,206.10,199.50,6.789,10/16/2022
-93.53031270,44.07815460,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1330,14.99,5.381,1.000,88.00,1146.0,On,10/16/2022,0.00,8,18.15,17.34,3.834,1114.4,9360.4,9066.6,167.15,161.90,6.667,10/16/2022
-93.53028070,44.07819460,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1331,14.99,5.610,1.000,274.00,1146.4,On,10/16/2022,0.00,9,18.33,17.60,3.724,1131.2,9112.5,8807.8,162.72,157.28,6.952,10/16/2022
-93.53030170,44.07819450,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1332,14.99,5.512,1.000,270.00,1146.3,On,10/16/2022,0.00,9,18.34,19.93,3.736,1281.0,10503,10150,187.56,181.25,6.830,10/16/2022
-93.53032320,44.07819450,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1333,14.99,5.643,1.000,271.00,1146.3,On,10/16/2022,0.00,9,18.35,21.66,3.748,1392.5,11152,10776,199.15,192.43,6.992,10/16/2022
-93.53034460,44.07819420,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1334,14.99,5.610,1.000,270.00,1146.2,On,10/16/2022,0.00,9,18.35,23.30,3.728,1498.0,12067,11660,215.48,208.21,6.952,10/16/2022
-93.53036580,44.07819390,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1335,14.99,5.545,1.000,269.00,1146.2,On,10/16/2022,0.00,9,18.35,24.81,3.742,1594.7,12998,12560,232.11,224.28,6.870,10/16/2022
-93.53038700,44.07819360,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1336,14.99,5.577,1.000,269.00,1146.1,On,10/16/2022,0.00,9,18.40,25.90,3.756,1665.2,13493,13031,240.95,232.69,6.911,10/16/2022
-93.53040820,44.07819310,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1337,14.99,5.577,1.000,268.00,1146.0,On,10/16/2022,0.00,9,18.45,26.32,3.718,1692.1,13711,13232,244.84,236.29,6.911,10/16/2022
-93.53042930,44.07819280,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1338,14.99,5.545,1.000,269.00,1146.2,On,10/16/2022,0.00,9,18.50,26.30,3.730,1690.8,13781,13292,246.09,237.36,6.870,10/16/2022
-93.53045050,44.07819240,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1339,14.99,5.545,1.000,270.00,1146.3,On,10/16/2022,0.00,9,18.55,26.24,3.734,1686.7,13748,13253,245.51,236.66,6.870,10/16/2022
-93.53047150,44.07819240,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1340,14.99,5.512,1.000,271.00,1146.3,On,10/16/2022,0.00,9,18.56,26.11,3.696,1678.7,13764,13265,245.79,236.88,6.830,10/16/2022
-93.53049260,44.07819240,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1341,14.99,5.512,1.000,270.00,1146.3,On,10/16/2022,0.00,9,18.58,25.88,3.726,1663.9,13643,13146,243.62,234.75,6.830,10/16/2022
-93.53051380,44.07819230,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1342,14.99,5.577,1.000,270.00,1146.3,On,10/16/2022,0.00,9,18.59,25.84,3.718,1661.2,13461,12969,240.37,231.58,6.911,10/16/2022
-93.53053490,44.07819220,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1343,14.99,5.545,1.000,270.00,1146.7,On,10/16/2022,0.00,9,18.59,26.29,3.698,1690.1,13776,13272,246.00,237.00,6.870,10/16/2022
-93.53055590,44.07819190,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1344,14.99,5.512,1.000,269.00,1146.7,On,10/16/2022,0.00,9,18.58,27.11,3.690,1742.5,14287,13766,255.13,245.82,6.830,10/16/2022
-93.53057670,44.07819160,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1345,14.99,5.479,1.000,269.00,1146.9,On,10/16/2022,0.00,9,18.57,27.65,3.700,1777.4,14661,14129,261.80,252.31,6.789,10/16/2022
-93.53059750,44.07819120,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1346,14.99,5.446,1.000,269.00,1147.0,On,10/16/2022,0.00,9,18.56,27.40,3.692,1761.3,14616,14086,260.99,251.54,6.749,10/16/2022
-93.53061840,44.07819070,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1347,14.99,5.479,1.000,268.00,1147.3,On,10/16/2022,0.00,9,18.58,26.65,3.694,1712.9,14129,13614,252.31,243.11,6.789,10/16/2022
-93.53063930,44.07819000,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1348,14.99,5.479,1.000,268.00,1147.3,On,10/16/2022,0.00,9,18.60,26.05,3.696,1674.7,13813,13307,246.67,237.62,6.789,10/16/2022
-93.53066010,44.07818970,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1349,14.99,5.446,1.000,269.00,1147.6,On,10/16/2022,0.00,9,18.64,25.78,3.666,1657.2,13752,13241,245.56,236.44,6.749,10/16/2022
-93.53068090,44.07818930,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1350,14.99,5.446,1.000,269.00,1147.8,On,10/16/2022,0.00,9,18.69,25.68,3.686,1651.1,13701,13184,244.67,235.43,6.749,10/16/2022
-93.53070170,44.07818920,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1351,14.99,5.479,1.000,270.00,1148.0,On,10/16/2022,0.00,9,18.72,25.67,3.668,1650.5,13614,13095,243.10,233.84,6.789,10/16/2022
-93.53072270,44.07818910,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1352,14.99,5.512,1.000,270.00,1148.1,On,10/16/2022,0.00,9,18.72,25.82,3.684,1659.9,13610,13092,243.03,233.78,6.830,10/16/2022
-93.53074340,44.07818900,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1353,14.99,5.446,1.000,270.00,1148.3,On,10/16/2022,0.00,9,18.71,26.09,3.680,1677.3,13919,13390,248.55,239.11,6.749,10/16/2022
-93.53076410,44.07818880,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1354,14.99,5.413,1.000,269.00,1148.6,On,10/16/2022,0.00,9,18.68,26.44,3.668,1699.5,14188,13654,253.36,243.83,6.708,10/16/2022
-93.53078470,44.07818850,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1355,14.99,5.413,1.000,269.00,1148.8,On,10/16/2022,0.00,9,18.64,26.69,3.702,1715.6,14323,13791,255.76,246.27,6.708,10/16/2022
-93.53080510,44.07818820,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1356,14.99,5.381,1.000,269.00,1149.0,On,10/16/2022,0.00,9,18.61,26.72,3.662,1717.6,14427,13895,257.63,248.13,6.667,10/16/2022
-93.53082550,44.07818800,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1357,14.99,5.348,1.000,270.00,1149.3,On,10/16/2022,0.00,9,18.54,26.33,3.668,1692.8,14306,13792,255.46,246.28,6.627,10/16/2022
-93.53084610,44.07818790,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1358,14.99,5.381,1.000,270.00,1149.6,On,10/16/2022,0.00,9,18.43,25.82,3.688,1659.9,13942,13458,248.96,240.32,6.667,10/16/2022
-93.53086660,44.07818770,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1359,14.99,5.381,1.000,270.00,1149.9,On,10/16/2022,0.00,9,18.38,25.64,3.668,1648.5,13846,13375,247.25,238.83,6.667,10/16/2022
-93.53088710,44.07818750,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1360,14.99,5.381,1.000,270.00,1150.2,On,10/16/2022,0.00,9,18.39,25.90,3.692,1665.2,13987,13509,249.77,241.23,6.667,10/16/2022
-93.53090750,44.07818730,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1361,14.99,5.348,1.000,270.00,1150.5,On,10/16/2022,0.00,9,18.42,26.18,3.678,1682.7,14220,13729,253.94,245.16,6.627,10/16/2022
-93.53092780,44.07818730,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1362,14.99,5.315,1.000,271.00,1150.8,On,10/16/2022,0.00,9,18.46,26.35,3.680,1694.1,14405,13901,257.24,248.23,6.586,10/16/2022
-93.53094800,44.07818710,127-134| 227-234,harvest_1_Corn_2022_10_16_000,CORN,1363,14.99,5.315,1.000,270.00,1151.2,On,10/16/2022,0.00,9,18.51,26.82,3.692,1724.4,14662,14140,261.83,252.51,6.586,10/16/2022
